       MJD  Phase    Upper     Mean    Lower   Cenwave      Filter 
 56918.855    0.0      nan      nan      nan   2083.95  swift_UVW2 
 56919.789    0.5  -16.486  -17.869  -18.104   2083.95  swift_UVW2 
 56920.723    1.0  -16.984  -18.566  -18.841   2083.95  swift_UVW2 
 56921.657    1.5  -18.454  -19.111  -19.331   2083.95  swift_UVW2 
 56922.591    2.0   -19.13  -19.482  -19.673   2083.95  swift_UVW2 
 56923.525    2.5  -19.582  -19.791  -19.986   2083.95  swift_UVW2 
 56924.459    3.0  -19.857   -20.05  -20.228   2083.95  swift_UVW2 
 56925.393    3.5  -20.071  -20.252  -20.433   2083.95  swift_UVW2 
 56926.327    4.0  -20.223   -20.42  -20.595   2083.95  swift_UVW2 
 56927.261    4.5  -20.372  -20.551  -20.727   2083.95  swift_UVW2 
 56928.195    5.0  -20.481  -20.664  -20.837   2083.95  swift_UVW2 
 56929.129    5.5  -20.586  -20.757  -20.933   2083.95  swift_UVW2 
 56930.063    6.0  -20.675  -20.835  -21.017   2083.95  swift_UVW2 
 56930.997    6.5  -20.752  -20.905  -21.085   2083.95  swift_UVW2 
 56931.931    7.0   -20.82  -20.966  -21.147   2083.95  swift_UVW2 
 56932.865    7.5  -20.879   -21.02  -21.201   2083.95  swift_UVW2 
 56933.799    8.0  -20.932  -21.066  -21.246   2083.95  swift_UVW2 
 56934.733    8.5  -20.974  -21.106  -21.283   2083.95  swift_UVW2 
 56935.667    9.0  -21.012  -21.141  -21.318   2083.95  swift_UVW2 
 56936.601    9.5  -21.045  -21.172  -21.348   2083.95  swift_UVW2 
 56937.535   10.0  -21.073  -21.199   -21.37   2083.95  swift_UVW2 
 56938.469   10.5  -21.095  -21.219  -21.389   2083.95  swift_UVW2 
 56939.403   11.0  -21.112  -21.236  -21.405   2083.95  swift_UVW2 
 56940.337   11.5   -21.13   -21.25  -21.418   2083.95  swift_UVW2 
 56941.271   12.0  -21.148  -21.262  -21.427   2083.95  swift_UVW2 
 56942.205   12.5  -21.164  -21.269  -21.434   2083.95  swift_UVW2 
 56943.139   13.0  -21.173  -21.272   -21.44   2083.95  swift_UVW2 
 56944.073   13.5  -21.176  -21.276  -21.441   2083.95  swift_UVW2 
 56945.007   14.0  -21.177  -21.276  -21.439   2083.95  swift_UVW2 
 56945.941   14.5  -21.176  -21.274  -21.435   2083.95  swift_UVW2 
 56946.875   15.0   -21.17  -21.267  -21.431   2083.95  swift_UVW2 
 56947.809   15.5   -21.16  -21.262  -21.421   2083.95  swift_UVW2 
 56948.743   16.0   -21.15  -21.252   -21.41   2083.95  swift_UVW2 
 56949.677   16.5  -21.139  -21.242  -21.399   2083.95  swift_UVW2 
 56950.611   17.0  -21.128   -21.23  -21.384   2083.95  swift_UVW2 
 56951.545   17.5  -21.114  -21.215  -21.368   2083.95  swift_UVW2 
 56952.479   18.0  -21.097  -21.199   -21.35   2083.95  swift_UVW2 
 56953.413   18.5  -21.079  -21.179  -21.331   2083.95  swift_UVW2 
 56954.347   19.0  -21.059  -21.159  -21.309   2083.95  swift_UVW2 
 56955.281   19.5  -21.036  -21.137  -21.286   2083.95  swift_UVW2 
 56956.215   20.0   -21.01  -21.112  -21.263   2083.95  swift_UVW2 
 56957.149   20.5  -20.984  -21.087  -21.236   2083.95  swift_UVW2 
 56958.083   21.0  -20.957  -21.059  -21.209   2083.95  swift_UVW2 
 56959.017   21.5  -20.926   -21.03  -21.181   2083.95  swift_UVW2 
 56959.951   22.0  -20.893  -20.997  -21.152   2083.95  swift_UVW2 
 56960.885   22.5  -20.857  -20.963  -21.116   2083.95  swift_UVW2 
 56961.819   23.0  -20.821  -20.928  -21.081   2083.95  swift_UVW2 
 56962.753   23.5  -20.783  -20.892  -21.046   2083.95  swift_UVW2 
 56963.687   24.0  -20.742  -20.856  -21.011   2083.95  swift_UVW2 
 56964.621   24.5  -20.698  -20.815  -20.974   2083.95  swift_UVW2 
 56965.555   25.0  -20.655  -20.774  -20.934   2083.95  swift_UVW2 
 56966.489   25.5  -20.609   -20.73   -20.89   2083.95  swift_UVW2 
 56967.423   26.0  -20.562  -20.686  -20.843   2083.95  swift_UVW2 
 56968.357   26.5  -20.516   -20.64  -20.799   2083.95  swift_UVW2 
 56969.291   27.0   -20.47  -20.593  -20.752   2083.95  swift_UVW2 
 56970.225   27.5  -20.416  -20.544  -20.703   2083.95  swift_UVW2 
 56971.159   28.0   -20.36  -20.492  -20.654   2083.95  swift_UVW2 
 56972.093   28.5  -20.303   -20.44  -20.604   2083.95  swift_UVW2 
 56973.027   29.0  -20.245  -20.386  -20.552   2083.95  swift_UVW2 
 56973.961   29.5  -20.183  -20.328  -20.499   2083.95  swift_UVW2 
 56974.895   30.0  -20.121  -20.273  -20.443   2083.95  swift_UVW2 
 56975.829   30.5  -20.058  -20.216  -20.387   2083.95  swift_UVW2 
 56976.763   31.0  -19.994  -20.154  -20.332   2083.95  swift_UVW2 
 56977.697   31.5  -19.931  -20.093  -20.273   2083.95  swift_UVW2 
 56978.631   32.0  -19.871  -20.031  -20.209   2083.95  swift_UVW2 
 56979.565   32.5  -19.805  -19.964  -20.144   2083.95  swift_UVW2 
 56980.499   33.0  -19.736  -19.898   -20.08   2083.95  swift_UVW2 
 56981.433   33.5  -19.666  -19.833  -20.015   2083.95  swift_UVW2 
 56982.367   34.0  -19.593  -19.766  -19.948   2083.95  swift_UVW2 
 56983.301   34.5   -19.52  -19.696   -19.88   2083.95  swift_UVW2 
 56984.235   35.0  -19.445  -19.625   -19.81   2083.95  swift_UVW2 
 56985.169   35.5  -19.371  -19.552  -19.739   2083.95  swift_UVW2 
 56986.103   36.0  -19.295  -19.476  -19.668   2083.95  swift_UVW2 
 56987.037   36.5  -19.218  -19.401  -19.594   2083.95  swift_UVW2 
 56987.971   37.0  -19.138  -19.325  -19.517   2083.95  swift_UVW2 
 56988.905   37.5  -19.055  -19.245  -19.439   2083.95  swift_UVW2 
 56989.839   38.0  -18.972  -19.163  -19.358   2083.95  swift_UVW2 
 56990.773   38.5  -18.891  -19.083  -19.274   2083.95  swift_UVW2 
 56991.707   39.0  -18.809    -19.0  -19.189   2083.95  swift_UVW2 
 56992.641   39.5  -18.725  -18.913  -19.101   2083.95  swift_UVW2 
 56993.575   40.0  -18.641  -18.824  -19.015   2083.95  swift_UVW2 
 56994.509   40.5  -18.555  -18.734  -18.927   2083.95  swift_UVW2 
 56995.443   41.0  -18.466  -18.646  -18.836   2083.95  swift_UVW2 
 56996.377   41.5  -18.377  -18.557  -18.746   2083.95  swift_UVW2 
 56997.311   42.0  -18.289  -18.465  -18.657   2083.95  swift_UVW2 
 56998.245   42.5  -18.202  -18.372  -18.563   2083.95  swift_UVW2 
 56999.179   43.0  -18.115  -18.278  -18.477   2083.95  swift_UVW2 
 57000.113   43.5  -18.029  -18.183  -18.387   2083.95  swift_UVW2 
 57001.047   44.0   -17.94  -18.087   -18.29   2083.95  swift_UVW2 
 57001.981   44.5  -17.848  -17.994  -18.188   2083.95  swift_UVW2 
 57002.915   45.0  -17.757  -17.913  -18.087   2083.95  swift_UVW2 
 57003.849   45.5  -17.662  -17.825  -17.987   2083.95  swift_UVW2 
 57004.783   46.0  -17.573  -17.728    -17.9   2083.95  swift_UVW2 
 57005.717   46.5  -17.485  -17.636  -17.829   2083.95  swift_UVW2 
 57006.651   47.0  -17.389  -17.532  -17.768   2083.95  swift_UVW2 
 57007.585   47.5   -17.29  -17.433  -17.683   2083.95  swift_UVW2 
 57008.519   48.0  -17.196  -17.335  -17.613   2083.95  swift_UVW2 
