       MJD    Mag  Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
 56086.286   21.2  nan    0.36        P48          --       r  False      AB   False  2018ApJ...860..100D 
  56090.44  20.91  nan    0.35        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56092.374   21.3  nan    0.36        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56092.404  20.95  nan    0.32        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56097.373  20.92  nan    0.35        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56097.431   20.3  nan    0.21        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56099.391  20.59  nan    0.25        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56099.425  20.56  nan    0.25        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56100.314  20.54  nan    0.21        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56100.344  20.52  nan    0.23        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56102.311  20.58  nan    0.25        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56102.341  20.49  nan    0.29        P48          --       r  False      AB   False  2018ApJ...860..100D 
  56102.37   20.4  nan    0.24        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56104.303   20.6  nan    0.24        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56104.351  20.37  nan    0.22        P48          --       r  False      AB   False  2018ApJ...860..100D 
  56104.38  20.68  nan     0.3        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56106.301   20.3  nan    0.21        P48          --       r  False      AB   False  2018ApJ...860..100D 
  56106.34  20.57  nan    0.24        P48          --       r  False      AB   False  2018ApJ...860..100D 
  56106.37  20.25  nan    0.19        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56108.297  20.51  nan    0.23        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56108.326  20.47  nan    0.25        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56108.356  20.62  nan    0.28        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56112.234   20.4  nan    0.23        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56112.264  20.02  nan    0.21        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56117.344  20.17  nan    0.19        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56117.376  19.82  nan    0.17        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56119.295  20.06  nan    0.21        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56123.328  19.95  nan    0.16        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56123.357  19.86  nan    0.17        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56124.273  20.02  nan    0.16        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56124.311  19.87  nan    0.18        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56124.353  19.98  nan    0.21        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56129.307  19.76  nan    0.14        P48          --       r  False      AB   False  2018ApJ...860..100D 
