       MJD  Phase    Upper     Mean    Lower   Cenwave      Filter 
 58000.473    0.0      nan      nan      nan   2083.95  swift_UVW2 
 58001.055    0.5  -13.503  -15.403  -17.438   2083.95  swift_UVW2 
 58001.638    1.0  -14.695  -16.366  -18.081   2083.95  swift_UVW2 
 58002.221    1.5  -15.407  -17.091  -18.552   2083.95  swift_UVW2 
 58002.803    2.0  -15.664   -17.33  -18.813   2083.95  swift_UVW2 
 58003.386    2.5  -16.082  -17.657  -19.058   2083.95  swift_UVW2 
 58003.968    3.0  -16.252  -17.833   -19.18   2083.95  swift_UVW2 
 58004.551    3.5  -16.363   -17.97   -19.28   2083.95  swift_UVW2 
 58005.134    4.0  -16.443  -18.081   -19.35   2083.95  swift_UVW2 
 58005.716    4.5  -16.554  -18.213  -19.435   2083.95  swift_UVW2 
 58006.299    5.0  -16.585  -18.268  -19.535   2083.95  swift_UVW2 
 58006.881    5.5  -16.663  -18.355  -19.649   2083.95  swift_UVW2 
 58007.464    6.0  -16.693  -18.455  -19.734   2083.95  swift_UVW2 
 58008.047    6.5   -16.73  -18.406  -19.786   2083.95  swift_UVW2 
 58008.629    7.0  -17.078  -18.569  -19.889   2083.95  swift_UVW2 
 58009.212    7.5  -16.937  -18.585   -19.96   2083.95  swift_UVW2 
 58009.794    8.0   -17.13  -18.633  -20.002   2083.95  swift_UVW2 
 58010.377    8.5  -17.168  -18.753  -20.076   2083.95  swift_UVW2 
  58010.96    9.0  -17.196  -18.783   -20.11   2083.95  swift_UVW2 
 58011.542    9.5  -17.215  -18.798  -20.154   2083.95  swift_UVW2 
 58012.125   10.0  -17.297  -18.826  -20.175   2083.95  swift_UVW2 
 58012.707   10.5  -17.174  -18.775  -20.182   2083.95  swift_UVW2 
  58013.29   11.0  -17.163  -18.691  -20.192   2083.95  swift_UVW2 
 58013.873   11.5   -17.29  -18.761  -20.202   2083.95  swift_UVW2 
 58014.455   12.0  -17.432  -18.766  -20.194   2083.95  swift_UVW2 
 58015.038   12.5  -17.345  -18.814  -20.176   2083.95  swift_UVW2 
  58015.62   13.0  -17.413  -18.849  -20.177   2083.95  swift_UVW2 
 58016.203   13.5  -17.402  -18.818  -20.149   2083.95  swift_UVW2 
 58016.786   14.0  -17.399   -18.83  -20.134   2083.95  swift_UVW2 
 58017.368   14.5  -17.385  -18.823  -20.136   2083.95  swift_UVW2 
 58017.951   15.0   -17.35  -18.786  -20.132   2083.95  swift_UVW2 
 58018.533   15.5  -17.352  -18.773  -20.135   2083.95  swift_UVW2 
 58019.116   16.0  -17.299  -18.766  -20.136   2083.95  swift_UVW2 
 58019.699   16.5  -17.333  -18.758  -20.161   2083.95  swift_UVW2 
 58020.281   17.0    -17.3   -18.81  -20.129   2083.95  swift_UVW2 
 58020.864   17.5  -17.298  -18.836  -20.147   2083.95  swift_UVW2 
 58021.446   18.0  -17.276  -18.815   -20.16   2083.95  swift_UVW2 
 58022.029   18.5  -17.253  -18.779  -20.262   2083.95  swift_UVW2 
 58022.612   19.0  -17.236  -18.781  -20.339   2083.95  swift_UVW2 
 58023.194   19.5   -17.21  -18.745  -20.318   2083.95  swift_UVW2 
 58023.777   20.0  -17.203  -18.711  -20.248   2083.95  swift_UVW2 
 58024.359   20.5  -17.177  -18.714  -20.178   2083.95  swift_UVW2 
 58024.942   21.0  -17.152  -18.685  -20.107   2083.95  swift_UVW2 
 58025.525   21.5  -17.125  -18.688  -20.065   2083.95  swift_UVW2 
 58026.107   22.0  -17.098  -18.657  -20.091   2083.95  swift_UVW2 
  58026.69   22.5   -17.07  -18.625  -20.102   2083.95  swift_UVW2 
 58027.272   23.0  -17.038  -18.593  -20.119   2083.95  swift_UVW2 
 58027.855   23.5  -16.996  -18.566  -20.143   2083.95  swift_UVW2 
 58028.438   24.0  -16.966  -18.539  -20.158   2083.95  swift_UVW2 
  58029.02   24.5  -16.933  -18.512  -20.164   2083.95  swift_UVW2 
 58029.603   25.0  -16.898  -18.481  -20.156   2083.95  swift_UVW2 
 58030.185   25.5  -16.861  -18.441  -20.119   2083.95  swift_UVW2 
 58030.768   26.0  -16.821  -18.395   -20.07   2083.95  swift_UVW2 
 58031.351   26.5   -16.78  -18.347  -20.023   2083.95  swift_UVW2 
 58031.933   27.0   -16.74  -18.299  -19.979   2083.95  swift_UVW2 
 58032.516   27.5  -16.704  -18.249  -19.933   2083.95  swift_UVW2 
 58033.098   28.0  -16.669  -18.203  -19.885   2083.95  swift_UVW2 
 58033.681   28.5  -16.633   -18.16  -19.835   2083.95  swift_UVW2 
 58034.264   29.0  -16.597  -18.116  -19.782   2083.95  swift_UVW2 
 58034.846   29.5   -16.56  -18.072  -19.728   2083.95  swift_UVW2 
 58035.429   30.0  -16.523  -18.031  -19.671   2083.95  swift_UVW2 
 58036.011   30.5  -16.485   -17.99  -19.613   2083.95  swift_UVW2 
 58036.594   31.0  -16.446  -17.956  -19.554   2083.95  swift_UVW2 
 58037.177   31.5  -16.407  -17.904  -19.503   2083.95  swift_UVW2 
 58037.759   32.0  -16.361   -17.86  -19.461   2083.95  swift_UVW2 
 58038.342   32.5  -16.309  -17.815  -19.417   2083.95  swift_UVW2 
 58038.924   33.0  -16.256  -17.768  -19.368   2083.95  swift_UVW2 
 58039.507   33.5  -16.203  -17.712  -19.317   2083.95  swift_UVW2 
  58040.09   34.0  -16.168  -17.656  -19.265   2083.95  swift_UVW2 
 58040.672   34.5  -16.144  -17.602  -19.205   2083.95  swift_UVW2 
 58041.255   35.0  -16.128  -17.563  -19.139   2083.95  swift_UVW2 
 58041.837   35.5  -16.096  -17.536  -19.068   2083.95  swift_UVW2 
  58042.42   36.0  -16.059  -17.496  -19.008   2083.95  swift_UVW2 
 58043.003   36.5  -16.023  -17.454  -18.948   2083.95  swift_UVW2 
 58043.585   37.0  -15.986  -17.411  -18.891   2083.95  swift_UVW2 
 58044.168   37.5  -15.948  -17.366   -18.84   2083.95  swift_UVW2 
  58044.75   38.0  -15.911  -17.311  -18.797   2083.95  swift_UVW2 
 58045.333   38.5  -15.873  -17.259  -18.753   2083.95  swift_UVW2 
 58045.916   39.0  -15.835  -17.203  -18.709   2083.95  swift_UVW2 
 58046.498   39.5  -15.796  -17.149   -18.66   2083.95  swift_UVW2 
 58047.081   40.0   -15.76  -17.094  -18.601   2083.95  swift_UVW2 
 58047.663   40.5  -15.724  -17.038  -18.533   2083.95  swift_UVW2 
 58048.246   41.0  -15.687  -16.982  -18.464   2083.95  swift_UVW2 
 58048.829   41.5  -15.644  -16.923  -18.395   2083.95  swift_UVW2 
 58049.411   42.0  -15.595  -16.864  -18.325   2083.95  swift_UVW2 
 58049.994   42.5  -15.553  -16.805  -18.255   2083.95  swift_UVW2 
 58050.576   43.0  -15.508  -16.747  -18.188   2083.95  swift_UVW2 
 58051.159   43.5  -15.462  -16.695  -18.136   2083.95  swift_UVW2 
 58051.742   44.0  -15.417  -16.626  -18.083   2083.95  swift_UVW2 
 58052.324   44.5  -15.364  -16.566  -18.019   2083.95  swift_UVW2 
 58052.907   45.0  -15.314  -16.513  -17.954   2083.95  swift_UVW2 
 58053.489   45.5  -15.264  -16.459  -17.889   2083.95  swift_UVW2 
 58054.072   46.0  -15.214  -16.406   -17.83   2083.95  swift_UVW2 
 58054.655   46.5  -15.164  -16.342  -17.772   2083.95  swift_UVW2 
 58055.237   47.0  -15.115  -16.288   -17.72   2083.95  swift_UVW2 
  58055.82   47.5  -15.079  -16.247  -17.687   2083.95  swift_UVW2 
 58056.402   48.0  -15.044  -16.205  -17.641   2083.95  swift_UVW2 
 58056.985   48.5  -15.004  -16.164   -17.59   2083.95  swift_UVW2 
 58057.568   49.0  -14.957  -16.121  -17.543   2083.95  swift_UVW2 
  58058.15   49.5  -14.911  -16.078  -17.496   2083.95  swift_UVW2 
 58058.733   50.0  -14.864   -16.03  -17.437   2083.95  swift_UVW2 
 58059.315   50.5  -14.823  -15.983  -17.378   2083.95  swift_UVW2 
 58059.898   51.0  -14.786  -15.926  -17.319   2083.95  swift_UVW2 
 58060.481   51.5  -14.742  -15.887   -17.26   2083.95  swift_UVW2 
 58061.063   52.0  -14.697  -15.843  -17.201   2083.95  swift_UVW2 
 58061.646   52.5  -14.653  -15.795  -17.141   2083.95  swift_UVW2 
 58062.228   53.0  -14.609  -15.745  -17.071   2083.95  swift_UVW2 
 58062.811   53.5  -14.573  -15.709  -17.008   2083.95  swift_UVW2 
 58063.394   54.0  -14.526  -15.679  -16.936   2083.95  swift_UVW2 
 58063.976   54.5  -14.477  -15.642  -16.853   2083.95  swift_UVW2 
 58064.559   55.0  -14.429  -15.609  -16.787   2083.95  swift_UVW2 
 58065.141   55.5  -14.383  -15.566  -16.724   2083.95  swift_UVW2 
 58065.724   56.0   -14.35  -15.527  -16.661   2083.95  swift_UVW2 
 58066.307   56.5  -14.304  -15.471  -16.587   2083.95  swift_UVW2 
 58066.889   57.0  -14.261  -15.433  -16.527   2083.95  swift_UVW2 
 58067.472   57.5  -14.218  -15.398  -16.449   2083.95  swift_UVW2 
