       MJD  Phase    Upper     Mean    Lower   Cenwave      Filter 
 58700.775    0.0      nan      nan      nan   2083.95  swift_UVW2 
 58701.328    0.5  -12.725  -13.375  -14.037   2083.95  swift_UVW2 
 58701.881    1.0  -14.801  -15.057  -15.354   2083.95  swift_UVW2 
 58702.434    1.5  -15.783  -15.941  -16.154   2083.95  swift_UVW2 
 58702.987    2.0  -16.438  -16.568  -16.722   2083.95  swift_UVW2 
  58703.54    2.5  -16.936  -17.046  -17.177   2083.95  swift_UVW2 
 58704.093    3.0   -17.34  -17.436  -17.554   2083.95  swift_UVW2 
 58704.646    3.5  -17.674  -17.758  -17.871   2083.95  swift_UVW2 
 58705.199    4.0  -17.954  -18.035  -18.136   2083.95  swift_UVW2 
 58705.751    4.5  -18.197  -18.278  -18.369   2083.95  swift_UVW2 
 58706.304    5.0  -18.418  -18.491  -18.577   2083.95  swift_UVW2 
 58706.857    5.5  -18.614  -18.681  -18.763   2083.95  swift_UVW2 
  58707.41    6.0  -18.786  -18.855   -18.93   2083.95  swift_UVW2 
 58707.963    6.5   -18.94  -19.008  -19.082   2083.95  swift_UVW2 
 58708.516    7.0  -19.081  -19.148  -19.221   2083.95  swift_UVW2 
 58709.069    7.5   -19.21  -19.276  -19.348   2083.95  swift_UVW2 
 58709.622    8.0  -19.328  -19.395  -19.466   2083.95  swift_UVW2 
 58710.175    8.5  -19.438  -19.505  -19.575   2083.95  swift_UVW2 
 58710.728    9.0   -19.54  -19.606  -19.676   2083.95  swift_UVW2 
 58711.281    9.5  -19.635    -19.7  -19.769   2083.95  swift_UVW2 
 58711.834   10.0  -19.723  -19.787  -19.856   2083.95  swift_UVW2 
 58712.387   10.5  -19.804  -19.868  -19.936   2083.95  swift_UVW2 
  58712.94   11.0  -19.878  -19.942  -20.009   2083.95  swift_UVW2 
 58713.493   11.5  -19.948  -20.012  -20.078   2083.95  swift_UVW2 
 58714.046   12.0  -20.013  -20.076  -20.142   2083.95  swift_UVW2 
 58714.599   12.5  -20.072  -20.136  -20.201   2083.95  swift_UVW2 
 58715.152   13.0  -20.127  -20.192  -20.256   2083.95  swift_UVW2 
 58715.705   13.5  -20.177  -20.242  -20.306   2083.95  swift_UVW2 
 58716.258   14.0  -20.225  -20.289  -20.352   2083.95  swift_UVW2 
  58716.81   14.5  -20.268  -20.332  -20.394   2083.95  swift_UVW2 
 58717.363   15.0  -20.307  -20.371  -20.431   2083.95  swift_UVW2 
 58717.916   15.5  -20.342  -20.405  -20.465   2083.95  swift_UVW2 
 58718.469   16.0  -20.373  -20.436  -20.495   2083.95  swift_UVW2 
 58719.022   16.5  -20.401  -20.463  -20.522   2083.95  swift_UVW2 
 58719.575   17.0  -20.424  -20.486  -20.545   2083.95  swift_UVW2 
 58720.128   17.5  -20.444  -20.506  -20.564   2083.95  swift_UVW2 
 58720.681   18.0   -20.46  -20.523  -20.579   2083.95  swift_UVW2 
 58721.234   18.5  -20.473  -20.536  -20.592   2083.95  swift_UVW2 
 58721.787   19.0  -20.483  -20.545  -20.601   2083.95  swift_UVW2 
  58722.34   19.5  -20.489  -20.551  -20.606   2083.95  swift_UVW2 
 58722.893   20.0  -20.493  -20.553  -20.608   2083.95  swift_UVW2 
 58723.446   20.5  -20.494  -20.552  -20.608   2083.95  swift_UVW2 
 58723.999   21.0  -20.492  -20.548  -20.604   2083.95  swift_UVW2 
 58724.552   21.5  -20.487  -20.542  -20.597   2083.95  swift_UVW2 
 58725.105   22.0  -20.479  -20.533  -20.588   2083.95  swift_UVW2 
 58725.658   22.5  -20.468  -20.521  -20.575   2083.95  swift_UVW2 
 58726.211   23.0  -20.455  -20.506   -20.56   2083.95  swift_UVW2 
 58726.764   23.5  -20.439  -20.489  -20.543   2083.95  swift_UVW2 
 58727.317   24.0  -20.421   -20.47  -20.522   2083.95  swift_UVW2 
 58727.869   24.5  -20.398  -20.448    -20.5   2083.95  swift_UVW2 
 58728.422   25.0  -20.374  -20.423  -20.476   2083.95  swift_UVW2 
 58728.975   25.5  -20.348  -20.398  -20.449   2083.95  swift_UVW2 
 58729.528   26.0   -20.32  -20.369  -20.419   2083.95  swift_UVW2 
 58730.081   26.5   -20.29  -20.338  -20.387   2083.95  swift_UVW2 
 58730.634   27.0  -20.258  -20.306  -20.354   2083.95  swift_UVW2 
 58731.187   27.5  -20.223   -20.27   -20.32   2083.95  swift_UVW2 
  58731.74   28.0  -20.187  -20.233  -20.282   2083.95  swift_UVW2 
 58732.293   28.5  -20.149  -20.194  -20.242   2083.95  swift_UVW2 
 58732.846   29.0   -20.11  -20.153  -20.202   2083.95  swift_UVW2 
 58733.399   29.5  -20.068  -20.111  -20.159   2083.95  swift_UVW2 
 58733.952   30.0  -20.024  -20.067  -20.113   2083.95  swift_UVW2 
 58734.505   30.5  -19.979  -20.022  -20.067   2083.95  swift_UVW2 
 58735.058   31.0  -19.933  -19.975  -20.018   2083.95  swift_UVW2 
 58735.611   31.5  -19.886  -19.927  -19.968   2083.95  swift_UVW2 
 58736.164   32.0  -19.836  -19.877  -19.919   2083.95  swift_UVW2 
 58736.717   32.5  -19.785  -19.827  -19.868   2083.95  swift_UVW2 
  58737.27   33.0  -19.733  -19.774  -19.815   2083.95  swift_UVW2 
 58737.823   33.5  -19.681   -19.72  -19.761   2083.95  swift_UVW2 
 58738.376   34.0  -19.626  -19.665  -19.706   2083.95  swift_UVW2 
 58738.928   34.5   -19.57  -19.609  -19.649   2083.95  swift_UVW2 
 58739.481   35.0  -19.514  -19.551   -19.59   2083.95  swift_UVW2 
 58740.034   35.5  -19.457  -19.492  -19.531   2083.95  swift_UVW2 
 58740.587   36.0  -19.399  -19.432  -19.471   2083.95  swift_UVW2 
  58741.14   36.5   -19.34  -19.372  -19.411   2083.95  swift_UVW2 
 58741.693   37.0  -19.278  -19.312   -19.35   2083.95  swift_UVW2 
 58742.246   37.5  -19.216  -19.249  -19.287   2083.95  swift_UVW2 
 58742.799   38.0  -19.153  -19.186  -19.223   2083.95  swift_UVW2 
 58743.352   38.5  -19.088  -19.122  -19.159   2083.95  swift_UVW2 
 58743.905   39.0  -19.022  -19.057  -19.095   2083.95  swift_UVW2 
 58744.458   39.5  -18.957  -18.992  -19.028   2083.95  swift_UVW2 
 58745.011   40.0  -18.891  -18.926   -18.96   2083.95  swift_UVW2 
 58745.564   40.5  -18.824  -18.858  -18.892   2083.95  swift_UVW2 
 58746.117   41.0  -18.755  -18.791  -18.824   2083.95  swift_UVW2 
