       MJD  Phase    Upper     Mean    Lower   Cenwave      Filter 
 57303.162    0.0      nan      nan      nan   2083.95  swift_UVW2 
 57303.858    0.5  -14.376  -16.748  -17.417   2083.95  swift_UVW2 
 57304.554    1.0  -15.135  -17.438  -18.012   2083.95  swift_UVW2 
  57305.25    1.5  -16.381  -17.858  -18.429   2083.95  swift_UVW2 
 57305.946    2.0  -16.941  -18.195  -18.757   2083.95  swift_UVW2 
 57306.642    2.5  -17.437  -18.487  -19.016   2083.95  swift_UVW2 
 57307.338    3.0  -17.697  -18.734  -19.243   2083.95  swift_UVW2 
 57308.034    3.5  -17.936   -18.94  -19.425   2083.95  swift_UVW2 
  57308.73    4.0  -18.134  -19.101  -19.583   2083.95  swift_UVW2 
 57309.426    4.5  -18.332   -19.24  -19.715   2083.95  swift_UVW2 
 57310.122    5.0  -18.446  -19.368  -19.826   2083.95  swift_UVW2 
 57310.818    5.5  -18.601  -19.461  -19.939   2083.95  swift_UVW2 
 57311.514    6.0  -18.705  -19.564  -20.045   2083.95  swift_UVW2 
  57312.21    6.5  -18.804  -19.646  -20.137   2083.95  swift_UVW2 
 57312.906    7.0  -18.877  -19.714   -20.21   2083.95  swift_UVW2 
 57313.602    7.5  -18.943  -19.782  -20.275   2083.95  swift_UVW2 
 57314.298    8.0    -19.0  -19.835  -20.332   2083.95  swift_UVW2 
 57314.994    8.5  -19.049  -19.886  -20.383   2083.95  swift_UVW2 
  57315.69    9.0  -19.089  -19.928  -20.434   2083.95  swift_UVW2 
 57316.386    9.5  -19.123  -19.964  -20.479   2083.95  swift_UVW2 
 57317.082   10.0  -19.156  -19.995   -20.52   2083.95  swift_UVW2 
 57317.778   10.5  -19.186  -20.022  -20.554   2083.95  swift_UVW2 
 57318.474   11.0  -19.212  -20.046  -20.587   2083.95  swift_UVW2 
  57319.17   11.5  -19.233  -20.066  -20.615   2083.95  swift_UVW2 
 57319.866   12.0  -19.247  -20.082  -20.639   2083.95  swift_UVW2 
 57320.562   12.5  -19.262  -20.093  -20.658   2083.95  swift_UVW2 
 57321.258   13.0  -19.268  -20.103  -20.674   2083.95  swift_UVW2 
 57321.954   13.5  -19.272   -20.11  -20.688   2083.95  swift_UVW2 
  57322.65   14.0  -19.272  -20.115    -20.7   2083.95  swift_UVW2 
 57323.346   14.5  -19.268  -20.118  -20.707   2083.95  swift_UVW2 
 57324.042   15.0  -19.259  -20.117  -20.711   2083.95  swift_UVW2 
 57324.738   15.5  -19.248  -20.117  -20.711   2083.95  swift_UVW2 
 57325.434   16.0  -19.235  -20.113  -20.712   2083.95  swift_UVW2 
  57326.13   16.5   -19.22  -20.106   -20.71   2083.95  swift_UVW2 
 57326.826   17.0  -19.205  -20.098  -20.705   2083.95  swift_UVW2 
 57327.522   17.5  -19.191  -20.089  -20.698   2083.95  swift_UVW2 
 57328.218   18.0  -19.178  -20.076  -20.689   2083.95  swift_UVW2 
 57328.914   18.5  -19.162  -20.063  -20.676   2083.95  swift_UVW2 
  57329.61   19.0  -19.145  -20.047  -20.664   2083.95  swift_UVW2 
 57330.306   19.5  -19.126  -20.028  -20.651   2083.95  swift_UVW2 
 57331.002   20.0  -19.104  -20.007  -20.635   2083.95  swift_UVW2 
 57331.698   20.5  -19.077  -19.984  -20.617   2083.95  swift_UVW2 
 57332.394   21.0  -19.047  -19.959  -20.595   2083.95  swift_UVW2 
  57333.09   21.5  -19.016  -19.934  -20.571   2083.95  swift_UVW2 
 57333.786   22.0  -18.983  -19.906  -20.546   2083.95  swift_UVW2 
 57334.482   22.5  -18.948  -19.877  -20.519   2083.95  swift_UVW2 
 57335.178   23.0  -18.911  -19.845  -20.488   2083.95  swift_UVW2 
 57335.874   23.5  -18.872  -19.809  -20.455   2083.95  swift_UVW2 
  57336.57   24.0  -18.832  -19.771  -20.421   2083.95  swift_UVW2 
 57337.266   24.5  -18.789  -19.732  -20.384   2083.95  swift_UVW2 
 57337.962   25.0  -18.745  -19.693  -20.346   2083.95  swift_UVW2 
 57338.658   25.5  -18.699  -19.653  -20.306   2083.95  swift_UVW2 
 57339.354   26.0  -18.651  -19.607  -20.264   2083.95  swift_UVW2 
  57340.05   26.5  -18.602  -19.559  -20.223   2083.95  swift_UVW2 
 57340.746   27.0  -18.551  -19.508   -20.18   2083.95  swift_UVW2 
 57341.442   27.5    -18.5  -19.457  -20.133   2083.95  swift_UVW2 
 57342.138   28.0  -18.447  -19.404  -20.085   2083.95  swift_UVW2 
 57342.834   28.5  -18.393  -19.352  -20.034   2083.95  swift_UVW2 
  57343.53   29.0  -18.336  -19.298  -19.984   2083.95  swift_UVW2 
 57344.226   29.5  -18.279  -19.244  -19.931   2083.95  swift_UVW2 
 57344.922   30.0  -18.219  -19.185  -19.876   2083.95  swift_UVW2 
 57345.618   30.5  -18.158  -19.124  -19.818   2083.95  swift_UVW2 
 57346.314   31.0  -18.096  -19.061  -19.755   2083.95  swift_UVW2 
  57347.01   31.5  -18.032  -18.999  -19.689   2083.95  swift_UVW2 
 57347.706   32.0  -17.968  -18.933  -19.622   2083.95  swift_UVW2 
 57348.402   32.5  -17.909  -18.864  -19.555   2083.95  swift_UVW2 
 57349.098   33.0  -17.848  -18.798  -19.486   2083.95  swift_UVW2 
 57349.794   33.5  -17.785   -18.73  -19.416   2083.95  swift_UVW2 
  57350.49   34.0  -17.722   -18.66  -19.346   2083.95  swift_UVW2 
 57351.186   34.5  -17.656  -18.586  -19.273   2083.95  swift_UVW2 
 57351.882   35.0  -17.589   -18.51    -19.2   2083.95  swift_UVW2 
 57352.578   35.5  -17.521  -18.433   -19.13   2083.95  swift_UVW2 
 57353.274   36.0  -17.451  -18.353  -19.058   2083.95  swift_UVW2 
  57353.97   36.5  -17.378  -18.273  -18.986   2083.95  swift_UVW2 
 57354.666   37.0  -17.295  -18.189  -18.911   2083.95  swift_UVW2 
 57355.362   37.5  -17.212  -18.101  -18.831   2083.95  swift_UVW2 
 57356.058   38.0  -17.128  -18.007  -18.749   2083.95  swift_UVW2 
 57356.754   38.5  -17.042  -17.913  -18.665   2083.95  swift_UVW2 
  57357.45   39.0  -16.955   -17.82  -18.577   2083.95  swift_UVW2 
 57358.146   39.5  -16.868   -17.73  -18.488   2083.95  swift_UVW2 
 57358.842   40.0  -16.777  -17.642  -18.397   2083.95  swift_UVW2 
 57359.538   40.5  -16.688  -17.554  -18.305   2083.95  swift_UVW2 
 57360.234   41.0    -16.6  -17.463  -18.215   2083.95  swift_UVW2 
  57360.93   41.5   -16.51  -17.369  -18.126   2083.95  swift_UVW2 
 57361.626   42.0  -16.419  -17.273  -18.036   2083.95  swift_UVW2 
 57362.322   42.5  -16.317  -17.182  -17.946   2083.95  swift_UVW2 
 57363.018   43.0  -16.215  -17.088  -17.852   2083.95  swift_UVW2 
 57363.714   43.5  -16.113  -16.989  -17.756   2083.95  swift_UVW2 
  57364.41   44.0   -16.01  -16.887   -17.66   2083.95  swift_UVW2 
 57365.106   44.5  -15.907  -16.802  -17.564   2083.95  swift_UVW2 
 57365.802   45.0  -15.802  -16.735  -17.469   2083.95  swift_UVW2 
 57366.498   45.5  -15.718  -16.633  -17.361   2083.95  swift_UVW2 
