       MJD  Phase    Upper     Mean    Lower   Cenwave      Filter 
 57510.081    0.0      nan      nan      nan   2083.95  swift_UVW2 
 57510.675    0.5   -15.61   -16.37  -16.778   2083.95  swift_UVW2 
 57511.268    1.0  -16.112  -17.125  -17.537   2083.95  swift_UVW2 
 57511.862    1.5   -15.24  -17.534  -17.943   2083.95  swift_UVW2 
 57512.455    2.0  -15.765  -17.835  -18.222   2083.95  swift_UVW2 
 57513.049    2.5  -16.542  -18.064  -18.454   2083.95  swift_UVW2 
 57513.642    3.0  -17.009   -18.28  -18.618   2083.95  swift_UVW2 
 57514.236    3.5  -17.368  -18.446   -18.77   2083.95  swift_UVW2 
 57514.829    4.0   -17.67  -18.596  -18.872   2083.95  swift_UVW2 
 57515.423    4.5  -17.922   -18.72  -18.974   2083.95  swift_UVW2 
 57516.016    5.0  -18.192  -18.807  -19.056   2083.95  swift_UVW2 
  57516.61    5.5  -18.409  -18.885  -19.127   2083.95  swift_UVW2 
 57517.203    6.0  -18.548  -18.966  -19.181   2083.95  swift_UVW2 
 57517.797    6.5   -18.68   -19.03  -19.234   2083.95  swift_UVW2 
  57518.39    7.0  -18.778  -19.073  -19.259   2083.95  swift_UVW2 
 57518.984    7.5  -18.854  -19.103  -19.297   2083.95  swift_UVW2 
 57519.577    8.0  -18.917  -19.113  -19.319   2083.95  swift_UVW2 
 57520.171    8.5  -18.953  -19.137  -19.319   2083.95  swift_UVW2 
 57520.764    9.0  -18.952   -19.15  -19.323   2083.95  swift_UVW2 
 57521.358    9.5  -18.963  -19.148  -19.317   2083.95  swift_UVW2 
 57521.951   10.0  -18.973  -19.135  -19.303   2083.95  swift_UVW2 
 57522.545   10.5  -18.957  -19.125  -19.279   2083.95  swift_UVW2 
 57523.138   11.0  -18.927  -19.093  -19.246   2083.95  swift_UVW2 
 57523.732   11.5  -18.885   -19.06  -19.207   2083.95  swift_UVW2 
 57524.325   12.0  -18.837  -19.018   -19.16   2083.95  swift_UVW2 
 57524.919   12.5  -18.787  -18.972  -19.117   2083.95  swift_UVW2 
 57525.512   13.0  -18.727  -18.927  -19.065   2083.95  swift_UVW2 
