       MJD  Phase    Upper     Mean    Lower   Cenwave      Filter 
  56853.69    0.0      nan      nan      nan   2083.95  swift_UVW2 
 56854.841    0.5  -13.171  -15.603  -16.482   2083.95  swift_UVW2 
 56855.992    1.0   -14.98  -16.419  -17.309   2083.95  swift_UVW2 
 56857.143    1.5  -15.478  -16.858  -17.782   2083.95  swift_UVW2 
 56858.294    2.0  -15.221  -17.274  -18.132   2083.95  swift_UVW2 
 56859.445    2.5  -15.711  -17.584   -18.42   2083.95  swift_UVW2 
 56860.596    3.0  -16.006  -17.872  -18.654   2083.95  swift_UVW2 
 56861.747    3.5   -16.54  -18.108  -18.861   2083.95  swift_UVW2 
 56862.898    4.0  -16.831  -18.375  -19.049   2083.95  swift_UVW2 
 56864.049    4.5  -17.306  -18.606  -19.216   2083.95  swift_UVW2 
   56865.2    5.0  -17.708  -18.796  -19.359   2083.95  swift_UVW2 
 56866.351    5.5  -18.029  -18.972  -19.493   2083.95  swift_UVW2 
 56867.502    6.0  -18.316  -19.142  -19.618   2083.95  swift_UVW2 
 56868.653    6.5  -18.564  -19.299  -19.737   2083.95  swift_UVW2 
 56869.804    7.0  -18.754  -19.442  -19.855   2083.95  swift_UVW2 
 56870.955    7.5  -18.954   -19.57  -19.957   2083.95  swift_UVW2 
 56872.106    8.0  -19.132   -19.69  -20.048   2083.95  swift_UVW2 
 56873.257    8.5  -19.294    -19.8  -20.132   2083.95  swift_UVW2 
 56874.408    9.0  -19.441  -19.902  -20.213   2083.95  swift_UVW2 
 56875.559    9.5  -19.576  -19.998   -20.29   2083.95  swift_UVW2 
  56876.71   10.0    -19.7  -20.089  -20.361   2083.95  swift_UVW2 
 56877.861   10.5  -19.815  -20.175  -20.428   2083.95  swift_UVW2 
 56879.012   11.0  -19.921  -20.257   -20.49   2083.95  swift_UVW2 
 56880.163   11.5  -20.019  -20.333  -20.548   2083.95  swift_UVW2 
 56881.314   12.0   -20.11  -20.405  -20.601   2083.95  swift_UVW2 
 56882.465   12.5  -20.198  -20.471  -20.655   2083.95  swift_UVW2 
 56883.616   13.0  -20.278  -20.535  -20.704   2083.95  swift_UVW2 
 56884.767   13.5  -20.354  -20.595  -20.749   2083.95  swift_UVW2 
 56885.918   14.0  -20.425   -20.65  -20.791   2083.95  swift_UVW2 
 56887.069   14.5  -20.492  -20.703  -20.831   2083.95  swift_UVW2 
  56888.22   15.0  -20.555  -20.753  -20.868   2083.95  swift_UVW2 
 56889.371   15.5  -20.615  -20.799  -20.908   2083.95  swift_UVW2 
 56890.522   16.0  -20.672  -20.844  -20.942   2083.95  swift_UVW2 
 56891.673   16.5  -20.724  -20.885  -20.975   2083.95  swift_UVW2 
 56892.824   17.0  -20.772  -20.924  -21.005   2083.95  swift_UVW2 
 56893.975   17.5  -20.817  -20.959  -21.033   2083.95  swift_UVW2 
 56895.126   18.0  -20.859   -20.99  -21.056   2083.95  swift_UVW2 
 56896.277   18.5  -20.898  -21.021  -21.081   2083.95  swift_UVW2 
 56897.428   19.0  -20.936  -21.047  -21.104   2083.95  swift_UVW2 
 56898.579   19.5  -20.972  -21.073  -21.126   2083.95  swift_UVW2 
  56899.73   20.0  -21.005  -21.097  -21.147   2083.95  swift_UVW2 
 56900.881   20.5  -21.034  -21.118  -21.166   2083.95  swift_UVW2 
 56902.032   21.0  -21.058  -21.142  -21.185   2083.95  swift_UVW2 
 56903.183   21.5  -21.083  -21.159  -21.201   2083.95  swift_UVW2 
 56904.334   22.0  -21.106  -21.175  -21.215   2083.95  swift_UVW2 
 56905.485   22.5  -21.124  -21.189  -21.229   2083.95  swift_UVW2 
 56906.636   23.0  -21.144  -21.204  -21.243   2083.95  swift_UVW2 
 56907.787   23.5  -21.166  -21.218  -21.255   2083.95  swift_UVW2 
 56908.938   24.0  -21.182   -21.23  -21.267   2083.95  swift_UVW2 
 56910.089   24.5  -21.196  -21.239  -21.277   2083.95  swift_UVW2 
  56911.24   25.0  -21.212   -21.25  -21.286   2083.95  swift_UVW2 
 56912.391   25.5  -21.223   -21.26  -21.294   2083.95  swift_UVW2 
 56913.542   26.0  -21.231  -21.265  -21.301   2083.95  swift_UVW2 
 56914.693   26.5  -21.239  -21.272  -21.308   2083.95  swift_UVW2 
 56915.844   27.0  -21.243  -21.278  -21.313   2083.95  swift_UVW2 
 56916.995   27.5  -21.249  -21.282  -21.315   2083.95  swift_UVW2 
 56918.146   28.0   -21.25  -21.284  -21.319   2083.95  swift_UVW2 
 56919.297   28.5  -21.251  -21.284  -21.322   2083.95  swift_UVW2 
 56920.448   29.0   -21.25  -21.284  -21.324   2083.95  swift_UVW2 
 56921.599   29.5  -21.246  -21.285  -21.324   2083.95  swift_UVW2 
  56922.75   30.0  -21.244  -21.283  -21.323   2083.95  swift_UVW2 
 56923.901   30.5  -21.241  -21.281  -21.322   2083.95  swift_UVW2 
 56925.052   31.0  -21.237   -21.28   -21.32   2083.95  swift_UVW2 
 56926.203   31.5  -21.229  -21.275  -21.315   2083.95  swift_UVW2 
 56927.354   32.0  -21.222   -21.27  -21.311   2083.95  swift_UVW2 
 56928.505   32.5  -21.216  -21.263  -21.305   2083.95  swift_UVW2 
 56929.656   33.0  -21.209  -21.257  -21.299   2083.95  swift_UVW2 
 56930.807   33.5  -21.198  -21.249  -21.294   2083.95  swift_UVW2 
 56931.958   34.0  -21.187   -21.24  -21.285   2083.95  swift_UVW2 
 56933.109   34.5  -21.175   -21.23  -21.276   2083.95  swift_UVW2 
  56934.26   35.0  -21.163  -21.219  -21.267   2083.95  swift_UVW2 
 56935.411   35.5  -21.151  -21.208  -21.257   2083.95  swift_UVW2 
 56936.562   36.0  -21.138  -21.196  -21.246   2083.95  swift_UVW2 
 56937.713   36.5  -21.125  -21.183  -21.234   2083.95  swift_UVW2 
 56938.864   37.0  -21.111  -21.169  -21.221   2083.95  swift_UVW2 
 56940.015   37.5  -21.095  -21.153  -21.207   2083.95  swift_UVW2 
 56941.166   38.0  -21.079  -21.137  -21.192   2083.95  swift_UVW2 
 56942.317   38.5  -21.061  -21.121  -21.176   2083.95  swift_UVW2 
 56943.468   39.0  -21.043  -21.105  -21.161   2083.95  swift_UVW2 
 56944.619   39.5  -21.023  -21.087  -21.144   2083.95  swift_UVW2 
  56945.77   40.0  -21.004  -21.068  -21.125   2083.95  swift_UVW2 
 56946.921   40.5  -20.985  -21.049  -21.107   2083.95  swift_UVW2 
 56948.072   41.0  -20.965  -21.029  -21.088   2083.95  swift_UVW2 
 56949.223   41.5  -20.943   -21.01  -21.068   2083.95  swift_UVW2 
 56950.374   42.0  -20.921   -20.99  -21.048   2083.95  swift_UVW2 
 56951.525   42.5  -20.899  -20.968  -21.027   2083.95  swift_UVW2 
 56952.676   43.0  -20.875  -20.946  -21.006   2083.95  swift_UVW2 
 56953.827   43.5  -20.852  -20.923  -20.984   2083.95  swift_UVW2 
 56954.978   44.0  -20.827    -20.9  -20.961   2083.95  swift_UVW2 
 56956.129   44.5  -20.803  -20.877  -20.939   2083.95  swift_UVW2 
  56957.28   45.0  -20.778  -20.854  -20.915   2083.95  swift_UVW2 
 56958.431   45.5  -20.753  -20.829  -20.891   2083.95  swift_UVW2 
 56959.582   46.0  -20.727  -20.804  -20.867   2083.95  swift_UVW2 
 56960.733   46.5  -20.701  -20.779  -20.842   2083.95  swift_UVW2 
 56961.884   47.0  -20.675  -20.753  -20.817   2083.95  swift_UVW2 
 56963.035   47.5  -20.647  -20.727  -20.792   2083.95  swift_UVW2 
 56964.186   48.0   -20.62  -20.701  -20.767   2083.95  swift_UVW2 
 56965.337   48.5  -20.592  -20.674   -20.74   2083.95  swift_UVW2 
 56966.488   49.0  -20.564  -20.647  -20.713   2083.95  swift_UVW2 
 56967.639   49.5  -20.536   -20.62  -20.687   2083.95  swift_UVW2 
  56968.79   50.0  -20.507  -20.592   -20.66   2083.95  swift_UVW2 
 56969.941   50.5  -20.479  -20.563  -20.632   2083.95  swift_UVW2 
 56971.092   51.0  -20.449  -20.534  -20.605   2083.95  swift_UVW2 
 56972.243   51.5  -20.419  -20.504  -20.577   2083.95  swift_UVW2 
 56973.394   52.0  -20.388  -20.475  -20.549   2083.95  swift_UVW2 
 56974.545   52.5  -20.358  -20.445  -20.519   2083.95  swift_UVW2 
 56975.696   53.0  -20.327  -20.416  -20.489   2083.95  swift_UVW2 
 56976.847   53.5  -20.296  -20.386  -20.459   2083.95  swift_UVW2 
 56977.998   54.0  -20.266  -20.356  -20.429   2083.95  swift_UVW2 
 56979.149   54.5  -20.235  -20.325  -20.399   2083.95  swift_UVW2 
   56980.3   55.0  -20.202  -20.294  -20.369   2083.95  swift_UVW2 
 56981.451   55.5   -20.17  -20.263  -20.339   2083.95  swift_UVW2 
 56982.602   56.0  -20.138  -20.232  -20.309   2083.95  swift_UVW2 
 56983.753   56.5  -20.106    -20.2  -20.278   2083.95  swift_UVW2 
 56984.904   57.0  -20.074  -20.168  -20.247   2083.95  swift_UVW2 
 56986.055   57.5  -20.042  -20.135  -20.215   2083.95  swift_UVW2 
 56987.206   58.0  -20.008  -20.102  -20.184   2083.95  swift_UVW2 
 56988.357   58.5  -19.975   -20.07  -20.152   2083.95  swift_UVW2 
 56989.508   59.0  -19.941  -20.037   -20.12   2083.95  swift_UVW2 
 56990.659   59.5  -19.907  -20.005  -20.088   2083.95  swift_UVW2 
  56991.81   60.0  -19.874  -19.972  -20.056   2083.95  swift_UVW2 
 56992.961   60.5   -19.84  -19.939  -20.024   2083.95  swift_UVW2 
 56994.112   61.0  -19.806  -19.906  -19.991   2083.95  swift_UVW2 
 56995.263   61.5  -19.772  -19.873  -19.959   2083.95  swift_UVW2 
 56996.414   62.0  -19.738   -19.84  -19.927   2083.95  swift_UVW2 
 56997.565   62.5  -19.704  -19.806  -19.895   2083.95  swift_UVW2 
 56998.716   63.0   -19.67  -19.772  -19.863   2083.95  swift_UVW2 
 56999.867   63.5  -19.636  -19.738   -19.83   2083.95  swift_UVW2 
 57001.018   64.0  -19.603  -19.704  -19.797   2083.95  swift_UVW2 
 57002.169   64.5  -19.569   -19.67  -19.765   2083.95  swift_UVW2 
  57003.32   65.0  -19.535  -19.636  -19.732   2083.95  swift_UVW2 
 57004.471   65.5  -19.499  -19.603  -19.699   2083.95  swift_UVW2 
 57005.622   66.0  -19.463   -19.57  -19.665   2083.95  swift_UVW2 
 57006.773   66.5  -19.428  -19.535   -19.63   2083.95  swift_UVW2 
 57007.924   67.0  -19.391  -19.501  -19.596   2083.95  swift_UVW2 
 57009.075   67.5  -19.355  -19.465  -19.563   2083.95  swift_UVW2 
 57010.226   68.0  -19.319   -19.43  -19.529   2083.95  swift_UVW2 
 57011.377   68.5  -19.283  -19.394  -19.497   2083.95  swift_UVW2 
 57012.528   69.0  -19.247  -19.359  -19.465   2083.95  swift_UVW2 
 57013.679   69.5  -19.211  -19.324  -19.432   2083.95  swift_UVW2 
  57014.83   70.0  -19.175  -19.289  -19.398   2083.95  swift_UVW2 
 57015.981   70.5  -19.139  -19.255  -19.365   2083.95  swift_UVW2 
 57017.132   71.0  -19.103  -19.221   -19.33   2083.95  swift_UVW2 
 57018.283   71.5  -19.067  -19.187  -19.294   2083.95  swift_UVW2 
 57019.434   72.0  -19.031  -19.152  -19.257   2083.95  swift_UVW2 
 57020.585   72.5  -18.996  -19.118  -19.221   2083.95  swift_UVW2 
 57021.736   73.0   -18.96  -19.084  -19.186   2083.95  swift_UVW2 
 57022.887   73.5  -18.925  -19.049  -19.153   2083.95  swift_UVW2 
 57024.038   74.0  -18.888  -19.014  -19.119   2083.95  swift_UVW2 
 57025.189   74.5  -18.854  -18.983  -19.085   2083.95  swift_UVW2 
  57026.34   75.0  -18.825  -18.949  -19.051   2083.95  swift_UVW2 
 57027.491   75.5  -18.792  -18.915  -19.016   2083.95  swift_UVW2 
 57028.642   76.0  -18.753  -18.881  -18.986   2083.95  swift_UVW2 
 57029.793   76.5  -18.718  -18.846  -18.955   2083.95  swift_UVW2 
 57030.944   77.0  -18.688   -18.81   -18.92   2083.95  swift_UVW2 
 57032.095   77.5  -18.653  -18.776  -18.891   2083.95  swift_UVW2 
 57033.246   78.0  -18.623  -18.744  -18.862   2083.95  swift_UVW2 
 57034.397   78.5  -18.587  -18.709  -18.828   2083.95  swift_UVW2 
 57035.548   79.0  -18.551  -18.674  -18.796   2083.95  swift_UVW2 
 57036.699   79.5  -18.512   -18.64  -18.763   2083.95  swift_UVW2 
  57037.85   80.0  -18.474  -18.607  -18.729   2083.95  swift_UVW2 
 57039.001   80.5  -18.445  -18.573  -18.698   2083.95  swift_UVW2 
 57040.152   81.0   -18.41  -18.545  -18.668   2083.95  swift_UVW2 
 57041.303   81.5  -18.384  -18.509  -18.634   2083.95  swift_UVW2 
 57042.454   82.0  -18.355  -18.475    -18.6   2083.95  swift_UVW2 
 57043.605   82.5  -18.333   -18.44  -18.563   2083.95  swift_UVW2 
 57044.756   83.0    -18.3  -18.405  -18.528   2083.95  swift_UVW2 
 57045.907   83.5   -18.27  -18.372  -18.499   2083.95  swift_UVW2 
 57047.058   84.0  -18.234  -18.343  -18.467   2083.95  swift_UVW2 
 57048.209   84.5  -18.198  -18.312   -18.44   2083.95  swift_UVW2 
  57049.36   85.0   -18.16  -18.278  -18.412   2083.95  swift_UVW2 
 57050.511   85.5  -18.121  -18.244  -18.384   2083.95  swift_UVW2 
 57051.662   86.0  -18.082  -18.215  -18.351   2083.95  swift_UVW2 
 57052.813   86.5  -18.043  -18.186  -18.326   2083.95  swift_UVW2 
 57053.964   87.0  -18.005   -18.15  -18.298   2083.95  swift_UVW2 
 57055.115   87.5  -17.968   -18.12   -18.28   2083.95  swift_UVW2 
 57056.266   88.0  -17.937  -18.088  -18.264   2083.95  swift_UVW2 
 57057.417   88.5  -17.902  -18.058  -18.242   2083.95  swift_UVW2 
 57058.568   89.0  -17.867  -18.032   -18.23   2083.95  swift_UVW2 
 57059.719   89.5   -17.84  -17.996  -18.211   2083.95  swift_UVW2 
  57060.87   90.0  -17.804  -17.958  -18.201   2083.95  swift_UVW2 
 57062.021   90.5  -17.781  -17.922  -18.192   2083.95  swift_UVW2 
 57063.172   91.0  -17.753   -17.89  -18.178   2083.95  swift_UVW2 
