       MJD  Phase    Upper     Mean    Lower   Cenwave      Filter 
 58543.884    0.0      nan      nan      nan   2083.95  swift_UVW2 
 58544.544    0.5  -15.292  -16.739  -17.321   2083.95  swift_UVW2 
 58545.204    1.0  -15.697  -17.382  -17.946   2083.95  swift_UVW2 
 58545.864    1.5  -16.491  -17.785  -18.351   2083.95  swift_UVW2 
 58546.524    2.0  -17.051  -18.126  -18.683   2083.95  swift_UVW2 
 58547.184    2.5  -17.505  -18.394  -18.921   2083.95  swift_UVW2 
 58547.844    3.0  -17.613  -18.635  -19.077   2083.95  swift_UVW2 
 58548.504    3.5  -17.708  -18.837   -19.24   2083.95  swift_UVW2 
 58549.164    4.0  -18.027  -19.025  -19.404   2083.95  swift_UVW2 
 58549.824    4.5  -18.388  -19.197  -19.557   2083.95  swift_UVW2 
 58550.484    5.0  -18.554  -19.323  -19.697   2083.95  swift_UVW2 
 58551.144    5.5  -18.837  -19.474  -19.816   2083.95  swift_UVW2 
 58551.804    6.0  -18.969  -19.581  -19.912   2083.95  swift_UVW2 
 58552.464    6.5   -19.19  -19.692   -20.01   2083.95  swift_UVW2 
 58553.124    7.0  -19.393  -19.811  -20.092   2083.95  swift_UVW2 
 58553.784    7.5  -19.548  -19.904  -20.178   2083.95  swift_UVW2 
 58554.444    8.0  -19.644    -20.0  -20.252   2083.95  swift_UVW2 
 58555.104    8.5  -19.753  -20.069  -20.319   2083.95  swift_UVW2 
 58555.764    9.0  -19.857  -20.149  -20.382   2083.95  swift_UVW2 
 58556.424    9.5  -19.944  -20.211  -20.441   2083.95  swift_UVW2 
 58557.084   10.0  -20.023  -20.267  -20.496   2083.95  swift_UVW2 
 58557.744   10.5  -20.101  -20.313  -20.546   2083.95  swift_UVW2 
 58558.404   11.0  -20.167  -20.365  -20.592   2083.95  swift_UVW2 
 58559.064   11.5   -20.22  -20.416  -20.639   2083.95  swift_UVW2 
 58559.724   12.0  -20.268  -20.463  -20.691   2083.95  swift_UVW2 
 58560.384   12.5  -20.321  -20.509  -20.731   2083.95  swift_UVW2 
 58561.044   13.0   -20.35  -20.546  -20.766   2083.95  swift_UVW2 
 58561.704   13.5  -20.388  -20.585  -20.802   2083.95  swift_UVW2 
 58562.364   14.0  -20.438  -20.619  -20.837   2083.95  swift_UVW2 
 58563.024   14.5  -20.478  -20.654  -20.869   2083.95  swift_UVW2 
 58563.684   15.0   -20.51  -20.687  -20.896   2083.95  swift_UVW2 
 58564.344   15.5  -20.535  -20.717   -20.92   2083.95  swift_UVW2 
 58565.004   16.0  -20.562  -20.746  -20.944   2083.95  swift_UVW2 
 58565.664   16.5   -20.59  -20.773  -20.965   2083.95  swift_UVW2 
 58566.324   17.0   -20.62  -20.797  -20.984   2083.95  swift_UVW2 
 58566.984   17.5  -20.644  -20.818  -21.001   2083.95  swift_UVW2 
 58567.644   18.0  -20.664  -20.839  -21.018   2083.95  swift_UVW2 
 58568.304   18.5  -20.685  -20.856  -21.034   2083.95  swift_UVW2 
 58568.964   19.0  -20.703  -20.876   -21.05   2083.95  swift_UVW2 
 58569.624   19.5  -20.722  -20.896  -21.066   2083.95  swift_UVW2 
 58570.284   20.0  -20.738  -20.912  -21.076   2083.95  swift_UVW2 
 58570.944   20.5  -20.754  -20.927  -21.086   2083.95  swift_UVW2 
 58571.604   21.0  -20.763  -20.938  -21.096   2083.95  swift_UVW2 
 58572.264   21.5  -20.777  -20.945  -21.106   2083.95  swift_UVW2 
 58572.924   22.0  -20.793  -20.952  -21.118   2083.95  swift_UVW2 
