       MJD  Phase    Upper     Mean    Lower   Cenwave      Filter 
 58460.316    0.0      nan      nan      nan   2083.95  swift_UVW2 
  58460.87    0.5   -8.821  -11.314  -12.008   2083.95  swift_UVW2 
 58461.424    1.0  -10.424  -12.316  -13.085   2083.95  swift_UVW2 
 58461.978    1.5  -12.092  -13.123  -13.765   2083.95  swift_UVW2 
 58462.532    2.0  -13.059  -13.761   -14.31   2083.95  swift_UVW2 
 58463.086    2.5  -13.658  -14.171  -14.724   2083.95  swift_UVW2 
  58463.64    3.0  -14.109  -14.566  -15.077   2083.95  swift_UVW2 
 58464.194    3.5  -14.505  -14.898  -15.346   2083.95  swift_UVW2 
 58464.748    4.0  -14.834  -15.178  -15.603   2083.95  swift_UVW2 
 58465.302    4.5  -15.081  -15.419  -15.823   2083.95  swift_UVW2 
 58465.856    5.0  -15.288  -15.628  -16.037   2083.95  swift_UVW2 
  58466.41    5.5  -15.479  -15.824  -16.216   2083.95  swift_UVW2 
 58466.964    6.0  -15.645   -15.99  -16.361   2083.95  swift_UVW2 
 58467.518    6.5  -15.793  -16.134   -16.49   2083.95  swift_UVW2 
 58468.072    7.0  -15.921  -16.266  -16.609   2083.95  swift_UVW2 
 58468.626    7.5  -16.046  -16.386  -16.721   2083.95  swift_UVW2 
  58469.18    8.0  -16.161  -16.493  -16.832   2083.95  swift_UVW2 
 58469.734    8.5  -16.266  -16.594  -16.937   2083.95  swift_UVW2 
 58470.288    9.0  -16.365  -16.689  -17.036   2083.95  swift_UVW2 
 58470.842    9.5  -16.456  -16.774   -17.13   2083.95  swift_UVW2 
 58471.396   10.0  -16.542  -16.856  -17.218   2083.95  swift_UVW2 
  58471.95   10.5  -16.626  -16.939  -17.299   2083.95  swift_UVW2 
 58472.504   11.0  -16.701  -17.015  -17.374   2083.95  swift_UVW2 
 58473.058   11.5  -16.771  -17.082  -17.443   2083.95  swift_UVW2 
 58473.612   12.0  -16.837  -17.143  -17.503   2083.95  swift_UVW2 
 58474.166   12.5  -16.899    -17.2  -17.558   2083.95  swift_UVW2 
  58474.72   13.0  -16.957  -17.253  -17.608   2083.95  swift_UVW2 
 58475.274   13.5  -17.011  -17.302  -17.651   2083.95  swift_UVW2 
 58475.828   14.0   -17.06  -17.348  -17.696   2083.95  swift_UVW2 
 58476.382   14.5  -17.105   -17.39  -17.738   2083.95  swift_UVW2 
 58476.936   15.0  -17.146  -17.429  -17.778   2083.95  swift_UVW2 
  58477.49   15.5  -17.183  -17.464  -17.816   2083.95  swift_UVW2 
 58478.044   16.0  -17.216  -17.497  -17.851   2083.95  swift_UVW2 
 58478.598   16.5  -17.247  -17.528  -17.883   2083.95  swift_UVW2 
 58479.152   17.0  -17.275  -17.557  -17.911   2083.95  swift_UVW2 
