       MJD  Phase    Upper     Mean    Lower   Cenwave      Filter 
 58198.909    0.0      nan      nan      nan   2083.95  swift_UVW2 
 58199.446    0.5   -3.413   -4.506   -5.445   2083.95  swift_UVW2 
 58199.983    1.0   -4.227   -5.727   -6.552   2083.95  swift_UVW2 
  58200.52    1.5   -5.231   -6.586   -7.292   2083.95  swift_UVW2 
 58201.056    2.0   -6.232   -7.131   -7.991   2083.95  swift_UVW2 
 58201.593    2.5   -6.926   -7.685   -8.491   2083.95  swift_UVW2 
  58202.13    3.0   -7.409   -8.118   -8.943   2083.95  swift_UVW2 
 58202.666    3.5   -7.711   -8.526   -9.334   2083.95  swift_UVW2 
 58203.203    4.0    -7.99   -8.879   -9.654   2083.95  swift_UVW2 
  58203.74    4.5   -8.235   -9.161   -9.968   2083.95  swift_UVW2 
 58204.276    5.0    -8.45   -9.401  -10.226   2083.95  swift_UVW2 
 58204.813    5.5   -8.641   -9.591   -10.47   2083.95  swift_UVW2 
  58205.35    6.0   -8.811   -9.764  -10.692   2083.95  swift_UVW2 
 58205.887    6.5   -8.976   -9.932  -10.891   2083.95  swift_UVW2 
 58206.423    7.0   -9.114  -10.089  -11.072   2083.95  swift_UVW2 
  58206.96    7.5   -9.252  -10.235   -11.23   2083.95  swift_UVW2 
 58207.497    8.0   -9.374  -10.368  -11.371   2083.95  swift_UVW2 
 58208.033    8.5   -9.493  -10.481  -11.502   2083.95  swift_UVW2 
  58208.57    9.0   -9.612  -10.589  -11.624   2083.95  swift_UVW2 
 58209.107    9.5   -9.718   -10.69  -11.739   2083.95  swift_UVW2 
 58209.643   10.0   -9.816  -10.786  -11.846   2083.95  swift_UVW2 
  58210.18   10.5   -9.908  -10.878  -11.947   2083.95  swift_UVW2 
 58210.717   11.0   -9.996  -10.964  -12.047   2083.95  swift_UVW2 
 58211.254   11.5  -10.082  -11.048   -12.14   2083.95  swift_UVW2 
  58211.79   12.0  -10.165  -11.128  -12.229   2083.95  swift_UVW2 
 58212.327   12.5  -10.244  -11.205  -12.314   2083.95  swift_UVW2 
 58212.864   13.0  -10.318  -11.278  -12.393   2083.95  swift_UVW2 
   58213.4   13.5  -10.389  -11.348  -12.469   2083.95  swift_UVW2 
 58213.937   14.0  -10.457  -11.415  -12.541   2083.95  swift_UVW2 
 58214.474   14.5  -10.521  -11.479   -12.61   2083.95  swift_UVW2 
  58215.01   15.0  -10.581  -11.541  -12.676   2083.95  swift_UVW2 
 58215.547   15.5  -10.638    -11.6  -12.739   2083.95  swift_UVW2 
 58216.084   16.0  -10.692  -11.656    -12.8   2083.95  swift_UVW2 
 58216.621   16.5  -10.744  -11.711  -12.858   2083.95  swift_UVW2 
 58217.157   17.0  -10.794  -11.763  -12.914   2083.95  swift_UVW2 
 58217.694   17.5  -10.843  -11.813  -12.969   2083.95  swift_UVW2 
 58218.231   18.0   -10.89  -11.862  -13.021   2083.95  swift_UVW2 
 58218.767   18.5  -10.935  -11.909  -13.071   2083.95  swift_UVW2 
 58219.304   19.0  -10.979  -11.954   -13.12   2083.95  swift_UVW2 
 58219.841   19.5  -11.021  -11.997  -13.167   2083.95  swift_UVW2 
 58220.377   20.0  -11.062  -12.039  -13.212   2083.95  swift_UVW2 
 58220.914   20.5  -11.102   -12.08  -13.255   2083.95  swift_UVW2 
 58221.451   21.0   -11.14  -12.119  -13.297   2083.95  swift_UVW2 
 58221.988   21.5  -11.177  -12.157  -13.336   2083.95  swift_UVW2 
 58222.524   22.0  -11.213  -12.194  -13.374   2083.95  swift_UVW2 
 58223.061   22.5  -11.248  -12.232   -13.41   2083.95  swift_UVW2 
 58223.598   23.0  -11.282  -12.268  -13.446   2083.95  swift_UVW2 
 58224.134   23.5  -11.315  -12.303   -13.48   2083.95  swift_UVW2 
 58224.671   24.0  -11.347  -12.337  -13.513   2083.95  swift_UVW2 
 58225.208   24.5  -11.378   -12.37  -13.544   2083.95  swift_UVW2 
 58225.744   25.0  -11.408  -12.402  -13.575   2083.95  swift_UVW2 
 58226.281   25.5  -11.437  -12.433  -13.605   2083.95  swift_UVW2 
 58226.818   26.0  -11.466  -12.463  -13.634   2083.95  swift_UVW2 
 58227.355   26.5  -11.493  -12.492  -13.662   2083.95  swift_UVW2 
 58227.891   27.0   -11.52   -12.52  -13.688   2083.95  swift_UVW2 
 58228.428   27.5  -11.545  -12.547  -13.715   2083.95  swift_UVW2 
 58228.965   28.0  -11.571  -12.574   -13.74   2083.95  swift_UVW2 
 58229.501   28.5  -11.595  -12.599  -13.764   2083.95  swift_UVW2 
 58230.038   29.0  -11.619  -12.624  -13.788   2083.95  swift_UVW2 
 58230.575   29.5  -11.641  -12.648  -13.811   2083.95  swift_UVW2 
 58231.111   30.0  -11.663  -12.671  -13.834   2083.95  swift_UVW2 
 58231.648   30.5  -11.683  -12.693  -13.856   2083.95  swift_UVW2 
 58232.185   31.0  -11.703  -12.715  -13.878   2083.95  swift_UVW2 
 58232.722   31.5  -11.722  -12.736  -13.899   2083.95  swift_UVW2 
 58233.258   32.0  -11.741  -12.756  -13.919   2083.95  swift_UVW2 
 58233.795   32.5  -11.759  -12.776  -13.938   2083.95  swift_UVW2 
 58234.332   33.0  -11.776  -12.795  -13.957   2083.95  swift_UVW2 
 58234.868   33.5  -11.793  -12.813  -13.975   2083.95  swift_UVW2 
 58235.405   34.0   -11.81  -12.831  -13.993   2083.95  swift_UVW2 
 58235.942   34.5  -11.826  -12.848   -14.01   2083.95  swift_UVW2 
 58236.478   35.0  -11.841  -12.864  -14.026   2083.95  swift_UVW2 
 58237.015   35.5  -11.856   -12.88  -14.041   2083.95  swift_UVW2 
 58237.552   36.0   -11.87  -12.896  -14.057   2083.95  swift_UVW2 
 58238.089   36.5  -11.884  -12.911  -14.071   2083.95  swift_UVW2 
 58238.625   37.0  -11.898  -12.925  -14.085   2083.95  swift_UVW2 
 58239.162   37.5  -11.911  -12.938  -14.098   2083.95  swift_UVW2 
 58239.699   38.0  -11.923  -12.952  -14.111   2083.95  swift_UVW2 
 58240.235   38.5  -11.935  -12.964  -14.124   2083.95  swift_UVW2 
 58240.772   39.0  -11.947  -12.977  -14.135   2083.95  swift_UVW2 
 58241.309   39.5  -11.958  -12.988  -14.147   2083.95  swift_UVW2 
 58241.845   40.0  -11.969  -12.999  -14.158   2083.95  swift_UVW2 
 58242.382   40.5  -11.979   -13.01  -14.168   2083.95  swift_UVW2 
 58242.919   41.0  -11.989   -13.02  -14.178   2083.95  swift_UVW2 
 58243.456   41.5  -11.999   -13.03  -14.187   2083.95  swift_UVW2 
 58243.992   42.0  -12.008   -13.04  -14.196   2083.95  swift_UVW2 
 58244.529   42.5  -12.017  -13.048  -14.205   2083.95  swift_UVW2 
 58245.066   43.0  -12.025  -13.057  -14.213   2083.95  swift_UVW2 
