       MJD  Phase    Upper     Mean    Lower   Cenwave      Filter 
 58192.194    0.0      nan      nan      nan   2083.95  swift_UVW2 
  58192.76    0.5  -11.681  -14.219  -15.322   2083.95  swift_UVW2 
 58193.326    1.0   -12.89  -14.912  -16.132   2083.95  swift_UVW2 
 58193.892    1.5  -13.759  -15.507  -16.638   2083.95  swift_UVW2 
 58194.458    2.0  -14.742  -16.079  -17.039   2083.95  swift_UVW2 
 58195.024    2.5  -15.599  -16.578  -17.399   2083.95  swift_UVW2 
  58195.59    3.0  -16.117  -16.954  -17.691   2083.95  swift_UVW2 
 58196.156    3.5  -16.517  -17.281  -17.953   2083.95  swift_UVW2 
 58196.722    4.0  -16.799  -17.554  -18.182   2083.95  swift_UVW2 
 58197.288    4.5  -17.076  -17.793  -18.393   2083.95  swift_UVW2 
 58197.854    5.0   -17.37   -18.01  -18.567   2083.95  swift_UVW2 
  58198.42    5.5  -17.613  -18.207  -18.729   2083.95  swift_UVW2 
 58198.986    6.0  -17.779  -18.376  -18.877   2083.95  swift_UVW2 
 58199.552    6.5  -17.966  -18.527  -19.013   2083.95  swift_UVW2 
 58200.118    7.0  -18.105  -18.667  -19.139   2083.95  swift_UVW2 
 58200.684    7.5  -18.234  -18.799  -19.255   2083.95  swift_UVW2 
  58201.25    8.0  -18.363  -18.923  -19.369   2083.95  swift_UVW2 
 58201.816    8.5   -18.49   -19.04  -19.484   2083.95  swift_UVW2 
 58202.382    9.0  -18.592   -19.15   -19.59   2083.95  swift_UVW2 
 58202.948    9.5  -18.689  -19.249   -19.69   2083.95  swift_UVW2 
 58203.514   10.0  -18.779  -19.338  -19.782   2083.95  swift_UVW2 
  58204.08   10.5   -18.86  -19.422  -19.865   2083.95  swift_UVW2 
 58204.646   11.0  -18.941  -19.497  -19.946   2083.95  swift_UVW2 
 58205.212   11.5  -19.014  -19.568  -20.021   2083.95  swift_UVW2 
 58205.778   12.0  -19.083  -19.638   -20.09   2083.95  swift_UVW2 
 58206.344   12.5  -19.147    -19.7  -20.151   2083.95  swift_UVW2 
  58206.91   13.0  -19.206  -19.758  -20.209   2083.95  swift_UVW2 
 58207.476   13.5   -19.26  -19.816  -20.262   2083.95  swift_UVW2 
 58208.042   14.0  -19.312  -19.871  -20.312   2083.95  swift_UVW2 
 58208.608   14.5  -19.361  -19.922  -20.364   2083.95  swift_UVW2 
 58209.174   15.0  -19.409   -19.97  -20.411   2083.95  swift_UVW2 
  58209.74   15.5  -19.454  -20.014  -20.455   2083.95  swift_UVW2 
 58210.306   16.0  -19.496  -20.056  -20.498   2083.95  swift_UVW2 
 58210.872   16.5  -19.536  -20.095  -20.539   2083.95  swift_UVW2 
 58211.438   17.0  -19.574  -20.133  -20.578   2083.95  swift_UVW2 
 58212.004   17.5  -19.609  -20.167  -20.614   2083.95  swift_UVW2 
  58212.57   18.0  -19.641    -20.2  -20.646   2083.95  swift_UVW2 
 58213.136   18.5  -19.672  -20.232  -20.675   2083.95  swift_UVW2 
 58213.702   19.0    -19.7  -20.262  -20.704   2083.95  swift_UVW2 
 58214.268   19.5  -19.727  -20.288  -20.733   2083.95  swift_UVW2 
 58214.834   20.0   -19.75  -20.313  -20.759   2083.95  swift_UVW2 
   58215.4   20.5  -19.771  -20.335  -20.782   2083.95  swift_UVW2 
 58215.966   21.0   -19.79  -20.355  -20.802   2083.95  swift_UVW2 
 58216.532   21.5  -19.807  -20.375  -20.821   2083.95  swift_UVW2 
 58217.098   22.0  -19.822  -20.394  -20.839   2083.95  swift_UVW2 
 58217.664   22.5  -19.836  -20.412  -20.854   2083.95  swift_UVW2 
  58218.23   23.0  -19.848  -20.427   -20.87   2083.95  swift_UVW2 
 58218.796   23.5  -19.859  -20.441  -20.886   2083.95  swift_UVW2 
 58219.362   24.0  -19.869  -20.452  -20.901   2083.95  swift_UVW2 
 58219.928   24.5  -19.878  -20.462  -20.914   2083.95  swift_UVW2 
 58220.494   25.0  -19.885  -20.473  -20.923   2083.95  swift_UVW2 
  58221.06   25.5  -19.892  -20.482  -20.932   2083.95  swift_UVW2 
 58221.626   26.0  -19.897   -20.49  -20.938   2083.95  swift_UVW2 
 58222.192   26.5  -19.901  -20.497  -20.945   2083.95  swift_UVW2 
 58222.758   27.0  -19.904  -20.499  -20.954   2083.95  swift_UVW2 
 58223.324   27.5  -19.906    -20.5  -20.959   2083.95  swift_UVW2 
  58223.89   28.0  -19.907  -20.502  -20.962   2083.95  swift_UVW2 
 58224.456   28.5  -19.907  -20.506  -20.965   2083.95  swift_UVW2 
 58225.022   29.0  -19.906  -20.509  -20.969   2083.95  swift_UVW2 
 58225.588   29.5  -19.907  -20.511  -20.971   2083.95  swift_UVW2 
 58226.154   30.0  -19.907   -20.51  -20.973   2083.95  swift_UVW2 
  58226.72   30.5  -19.907  -20.507  -20.975   2083.95  swift_UVW2 
 58227.286   31.0  -19.905  -20.504  -20.976   2083.95  swift_UVW2 
 58227.852   31.5  -19.903    -20.5  -20.976   2083.95  swift_UVW2 
 58228.418   32.0    -19.9  -20.496  -20.975   2083.95  swift_UVW2 
 58228.984   32.5  -19.896   -20.49  -20.974   2083.95  swift_UVW2 
  58229.55   33.0  -19.892  -20.484  -20.972   2083.95  swift_UVW2 
 58230.116   33.5  -19.887  -20.477  -20.969   2083.95  swift_UVW2 
 58230.682   34.0  -19.881  -20.469  -20.966   2083.95  swift_UVW2 
 58231.248   34.5  -19.875  -20.463  -20.962   2083.95  swift_UVW2 
 58231.814   35.0  -19.867  -20.456  -20.957   2083.95  swift_UVW2 
  58232.38   35.5   -19.86  -20.448  -20.952   2083.95  swift_UVW2 
 58232.946   36.0  -19.851   -20.44  -20.946   2083.95  swift_UVW2 
 58233.512   36.5  -19.843  -20.431  -20.939   2083.95  swift_UVW2 
 58234.078   37.0  -19.834  -20.422  -20.932   2083.95  swift_UVW2 
 58234.644   37.5  -19.825  -20.412  -20.923   2083.95  swift_UVW2 
  58235.21   38.0  -19.814  -20.402  -20.913   2083.95  swift_UVW2 
 58235.776   38.5  -19.801  -20.391  -20.903   2083.95  swift_UVW2 
 58236.342   39.0  -19.787  -20.379  -20.893   2083.95  swift_UVW2 
 58236.908   39.5  -19.773  -20.367  -20.882   2083.95  swift_UVW2 
 58237.474   40.0  -19.758  -20.355   -20.87   2083.95  swift_UVW2 
  58238.04   40.5  -19.743  -20.342  -20.859   2083.95  swift_UVW2 
 58238.606   41.0  -19.728  -20.329  -20.846   2083.95  swift_UVW2 
 58239.172   41.5  -19.713  -20.314  -20.833   2083.95  swift_UVW2 
 58239.738   42.0  -19.697  -20.299  -20.819   2083.95  swift_UVW2 
 58240.304   42.5  -19.681  -20.282  -20.804   2083.95  swift_UVW2 
  58240.87   43.0  -19.664  -20.266  -20.789   2083.95  swift_UVW2 
 58241.436   43.5  -19.648  -20.249  -20.774   2083.95  swift_UVW2 
 58242.002   44.0   -19.63  -20.232  -20.758   2083.95  swift_UVW2 
 58242.568   44.5  -19.613  -20.214  -20.742   2083.95  swift_UVW2 
 58243.134   45.0  -19.595  -20.197  -20.725   2083.95  swift_UVW2 
   58243.7   45.5  -19.579  -20.179  -20.709   2083.95  swift_UVW2 
 58244.266   46.0  -19.562   -20.16  -20.692   2083.95  swift_UVW2 
 58244.832   46.5  -19.545  -20.142  -20.677   2083.95  swift_UVW2 
 58245.398   47.0  -19.528  -20.123  -20.661   2083.95  swift_UVW2 
 58245.964   47.5  -19.512  -20.104  -20.643   2083.95  swift_UVW2 
  58246.53   48.0  -19.495  -20.085  -20.626   2083.95  swift_UVW2 
 58247.096   48.5  -19.478  -20.066  -20.608   2083.95  swift_UVW2 
 58247.662   49.0  -19.461  -20.046  -20.589   2083.95  swift_UVW2 
 58248.228   49.5  -19.443  -20.027  -20.571   2083.95  swift_UVW2 
 58248.794   50.0  -19.426  -20.007  -20.552   2083.95  swift_UVW2 
  58249.36   50.5  -19.408  -19.988  -20.534   2083.95  swift_UVW2 
 58249.926   51.0   -19.39   -19.97  -20.515   2083.95  swift_UVW2 
 58250.492   51.5  -19.371  -19.951  -20.496   2083.95  swift_UVW2 
 58251.058   52.0  -19.352  -19.933  -20.477   2083.95  swift_UVW2 
 58251.624   52.5  -19.331  -19.914  -20.458   2083.95  swift_UVW2 
  58252.19   53.0  -19.309  -19.896  -20.439   2083.95  swift_UVW2 
 58252.756   53.5  -19.288  -19.877   -20.42   2083.95  swift_UVW2 
 58253.322   54.0  -19.266  -19.858    -20.4   2083.95  swift_UVW2 
 58253.888   54.5  -19.244  -19.839  -20.381   2083.95  swift_UVW2 
 58254.454   55.0  -19.222   -19.82  -20.361   2083.95  swift_UVW2 
  58255.02   55.5    -19.2  -19.801  -20.342   2083.95  swift_UVW2 
 58255.586   56.0  -19.178  -19.782  -20.322   2083.95  swift_UVW2 
 58256.152   56.5  -19.156  -19.763  -20.303   2083.95  swift_UVW2 
 58256.718   57.0  -19.134  -19.744  -20.283   2083.95  swift_UVW2 
 58257.284   57.5  -19.112  -19.726  -20.263   2083.95  swift_UVW2 
  58257.85   58.0   -19.09  -19.708  -20.243   2083.95  swift_UVW2 
 58258.416   58.5  -19.068  -19.689  -20.223   2083.95  swift_UVW2 
