       MJD      Mag    Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
 56025.328    20.03    nan    0.22        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56027.257    19.93    nan    0.17        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56027.286    20.02    nan    0.16        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56027.315    19.95    nan    0.15        P48          --       r  False      AB   False  2018ApJ...860..100D 
   56030.5  19.4213  19.45    0.17        P60          --       r  False      AB   False  2013Natur.502..346N 
   56030.5  20.0184  20.04    0.21        P60          --       i  False      AB   False  2013Natur.502..346N 
   56031.5  19.5798  19.62    0.15        P60          --       g  False      AB   False  2013Natur.502..346N 
 56033.489     19.8    nan    0.13        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56034.162    19.87    nan    0.13        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56034.194    19.87    nan    0.13        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56034.256    19.74    nan    0.12        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56036.166    19.69    nan    0.13        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56036.208    19.59    nan    0.12        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56036.371    19.62    nan    0.12        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56038.345    19.29    nan    0.09        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56038.375    19.31    nan    0.09        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56040.427     19.2    nan    0.09        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56040.458    19.14    nan    0.09        P48          --       r  False      AB   False  2018ApJ...860..100D 
   56042.5  18.6098  18.65    0.14        P60          --       g  False      AB   False  2013Natur.502..346N 
   56045.5  18.6484  18.67    0.21        P60          --       i  False      AB   False  2013Natur.502..346N 
 56046.398    18.47    nan    0.08        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56046.428    18.49    nan    0.08        P48          --       r  False      AB   False  2018ApJ...860..100D 
   56046.5  18.2713   18.3    0.17        P60          --       r  False      AB   False  2013Natur.502..346N 
 56048.432    18.26    nan    0.08        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56048.466    18.35    nan    0.07        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56048.497    18.27    nan    0.08        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56058.475    17.67    nan    0.07        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56059.275    17.61    nan    0.06        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56061.329    17.55    nan    0.06        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56063.291    17.45    nan    0.06        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56063.322    17.43    nan    0.06        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56063.352    17.49    nan    0.06        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56065.441    17.38    nan    0.07        P48          --       r  False      AB   False  2018ApJ...860..100D 
  56066.38    17.36    nan    0.06        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56066.414    17.38    nan    0.06        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56066.448    17.36    nan    0.06        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56068.219    17.45    nan    0.06        P60          --       i  False      AB   False  2018ApJ...860..100D 
 56068.221    17.33    nan    0.06        P60          --       r  False      AB   False  2018ApJ...860..100D 
 56068.222    17.01    nan    0.06        P60          --       B  False      AB   False  2018ApJ...860..100D 
 56068.224    17.01    nan    0.06        P60          --       g  False      AB   False  2018ApJ...860..100D 
 56068.226    17.47    nan    0.06        P60          --       i  False      AB   False  2018ApJ...860..100D 
 56068.227    17.26    nan    0.06        P60          --       r  False      AB   False  2018ApJ...860..100D 
 56068.229    17.08    nan    0.06        P60          --       B  False      AB   False  2018ApJ...860..100D 
  56068.23    17.01    nan    0.06        P60          --       g  False      AB   False  2018ApJ...860..100D 
 56068.477    17.29    nan    0.06        P48          --       r  False      AB   False  2018ApJ...860..100D 
 56070.264    17.15    nan    0.02      LCOGT          --       r  False      AB   False  2018ApJ...860..100D 
 56070.265    17.13    nan    0.02      LCOGT          --       r  False      AB   False  2018ApJ...860..100D 
